bat_team,bowl_team,innings,venue,abdevilliers,adhales,ajfinch,amishra,amrahane,ankitsharma,arpatel,atrayudu,bastokes,bcjcutting,caingram,calynn,capujara,cdegrandhomme,chgayle,chmorris,cmunro,damiller,dawarner,dhyagnik,djbravo,dlchahar,dpadikkal,dtchristian,ejgmorgan,fduplessis,ghvihari,gjmaxwell,gurkeeratsingh,hhpandya,ishankishan,jcarcher,jcbuttler,jjroy,joholder,kapollard,kdkarthik,kgowtham,khpandya,kknair,klrahul,kmjadhav,krabada,kswilliamson,kvsharma,lslivingstone,maagarwal,mandeepsingh,mchenriques,mdmishra,mjmcclenaghan,mkpandey,mmali,mpstoinis,mrmarsh,msdhoni,nasaini,njagadeesan,npooran,nrana,nsaini,nsnaik,pjcummins,pkgarg,pnegi,ppchawla,ppshaw,qdekock,rajadeja,rashwin,ratripathi,rdgaikwad,rgsharma,rmpatidar,rparag,rrpant,rtewatia,rvuthappa,sachinbaby,sayadav,sdhawan,sdube,semarsh,shakibalhasan,shubmangill,skraina,smcurran,snkhan,sohetmyer,spdsmith,spnarine,ssiyer,svsamson,tbanton,tmhead,vkohli,vshankar,wpsaha,ybkjaiswal,abdulsamad,abhisheksharma,ajtye,anortje,arshdeepsingh,asrajpoot,aveshkhan,azampa,basilthampi,bkumar,cjjordan,crwoakes,cvvarun,drsams,dskulkarni,dwsteyn,harpreetbrar,isharma,issodhi,jdsneesham,jdunadkat,jjbumrah,jsuchith,jyadav,kajamieson,kartiktyagi,kkahmed,kuldeepyadav,kwrichardson,lhferguson,lngidi,mashwin,mjansen,mjsantner,mmarkande,mohammedshami,mohammedsiraj,mprasidhkrishna,mujeeburrahman,mustafizurrahman,rashidkhan,rdchahar,rsharma,sandeepsharma,shahbazahmed,shivammavi,skaul,slamichhane,snadeem,snthakur,styagi,taboult,tgsouthee,tkcurran,tnatarajan,tshamsi,yschahal,nmcoulter-nile,serutherford,ajturner,dmbravo,asroy
54.03225806451613,52.697916666666664,2,52.88405797101449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
